"O_ID";"O_CODIGO";"FECHA_PUBLICACION_IJ";"O_NOMBRE";"O_DESCRIPCION";"O_VACANTES";"EU_ID";"EM_CIF"
35935193728;"36ebdd2d4f4ac2902f09cbd065c5d6";2019-06-05 00:00:00;Dependiente/a;Profesional de ventas para tiendas Vodafone, con conocimientos de informática, pasión por las nuevas tecnologías y excelente al trato con los clientes. Motivado por cumplir objetivos y alcanzar nuevos retos y desafíos. Buena capacidad de trabajo en equipo, dinámico, responsable, con buena presencia y extrovertido.;2;12103667192;b06355291
35939318582;"376882c88a47389bc2b546ce648a6c";2019-06-05 00:00:00;Dependiente/a;"Importante empresa de distribución de juguetes, puericultura y robótica, con diversos puntos de venta en Catalunya busca:
*Vendedores para juguetes de nueva tecnología y robótica para las tiendas del Vallés

Funciones:
*Hacer demostración de productos
*Atender y satisfacer las necesidades del cliente asesorando y vendiendo los productos más apropiados.
*Mantener la sección en perfecto estado de limpieza y orden.
*Reponer el producto en los lineales.
*Velar por la calidad de la prestación del producto y por la imagen del negocio.
*Atender a las posibles reclamaciones de los clientes.
*Diagnosticar o gestionar las reparaciones y cambios de productos.
*Colaborar en la supervisión de las existencias, inventarios.

Buscamos:
Personas proactivas, polivalentes, orientadas al cliente y con ganas de crecimiento.
Disponibilidad completa";1;76867298;b60668381
35939662332;cc43913aff4afdbf1ef9c18001a12d;2019-06-05 00:00:00;Dependiente/a;"Dependiente/a para tienda de ropa en el centro de Madrid.

Buscamos una persona que le guste el mundo de la moda para trabajar con nosotros en nuestra tienda de la Calle Mayor de Madrid

Sus tareas serán la atención personalizada a nuestros clientes, reposición de mercancía y actualización de la tienda Online.

Se requiere una persona con buena presencia, habilidades comerciales y de atención al cliente, proactividad y flexibilidad.

Se incorporará a una compañía estable, con larga trayectoria, que se encuentra en fase de expansión de negocio.

Indispensable nivel alto de inglés.

Se valorará:

- otros idiomas además del inglés.
- conocimientos ofimáticas.
- experiencia en tiendas de moda.
- experiencia en gestión de almacenes y stock.";1;29556700096;b80281488
35935975286;a3bf91cba2479ba97c8562417b7e67;2019-06-05 00:00:00;Dependiente/a;"DEPENDIENTA/E / AYUDANTE DEPENDIENTA/E PARA TIENDA DE REGALOS EN EL CENTRO COMERCIAL ATLÁNTICO-VECINDARIO Y AEROPUERTO DE LAS PALMAS,SE VALORARÁ TENER EXPERIENCIA MÍNIMA DE UN AÑO COMO DEPENDIENTA O SIMILAR,TENER MANEJO DE TERMINAL PUNTO DE VENTA( TPV).
 TENER UN NIVEL ALTO/ MEDIO DE INGLES Y OTROS IDIOMAS. BUENA PRESENCIA Y SABER ESTAR.
CONDICIONES: TURNO SEGUIDO, BRUTO SEGÚN CONVENIO
SE VALORARÁ QUE RESIDA CERCA DE LOS CENTROS DE TRABAJO.";4;2047054030;b92369552
35941800068;fcb3b152bc42b5ad4ba10b98419cd0;2019-06-05 00:00:00;Dependiente/a;se precisa vendedor/a para tienda de descanso, en concreto colchones y sofas, atención al cliente y gestión de la venta hasta su entrega en domicilio.se valora experiència en comercio atención al público y en sector muebles;1;20855650276;b66108465
35937799894;eded5673fc4febba0f740c92c0272e;2019-06-05 00:00:00;Dependiente/a;"Se busca dependiente/a para tienda de moda textil, en MANGO, ubicada en el Centro Comercial Aragonia de Zaragoza, en régimen de franquicias.

Se precisan personas dinámicas, responsables, con ganas de trabajar y con iniciativa. Asimismo, deberá tener buen trato con el cliente, capacidad de trabajo en equipo, orientación a la venta y pasión por la moda.

Disponibilidad horaria.

Valorable experiencia en Retail.";3;10151023098;b99280364
35938820580;"4a1993f82442de9080af9e5f4d6210";2019-06-05 00:00:00;Dependiente/a;"CADENA DE PERFUMERIA SELECTIVA ubicada en Barcelona y provincia, con 50 años de experiencia en el sector.

PRECISA:

- ASESORA con experiencia en COSMÉTICA y PERFUMERIA SELECTIVA de Jornada Completa para tiendas ubicadas en BARCELONA  y BADALONA . 

SE OFRECE:
- Formación continuada y de reciclaje a cargo de la empresa de las principales marcas de cosmética y perfumería.
- BUENA REMUNERACIÓN y buen ambiente de trabajo
- Trabajo muy estable y grandes posibilidades de promoción y desarrollo dentro de la empresa.
-Sistema de retribución : Salario + comisiones

REQUISITO IMPRESCINDIBLE : EXPERIENCIA MÍNIMA DE TRES AÑOS COMO ASESORA/DEPENDIENTA DE ALTA COSMÉTICA Y PERFUMERIA SELECTIVA y conocedora/or y prescriptora de las principales marcas de cosmética selectiva y sus lineas de productos. 
( Dior, Chanel, Lancôme ,Sensai, Shisheido, Estee Lauder, Clinique,Sisley,Guerlain, Biotherm, Anne Moller etc... )";3;707440722;b60210788
35601843404;e634443d7d48a99097e2a13bf3dba2;2019-04-20 00:00:00;Dependiente/a;"Por apertura de 10 nuevas delegaciones.
Departamento promoción y ventas, necesita cubrir 11 vacantes con o sin experiencia.
Incorporación inmediata 
Jornada completa de Lunes a Viernes
Don de gentes
Buena imagen
Caracter emprendedor";11;34067392680;b67249854
35332688476;"2c03839bb144ffbbaf943454f3351f";2019-05-17 00:00:00;Dependiente/a;"Se necesita persona  para ocupar un puesto de encargada/o en empresa con varios centros de trabajo en la Bahia de Cadiz.consigan con el fin de llegar al logro de los objetivos marcados por la compañía, persona competente para coordinar y organizar eficazmente equipos de trabajo propiciando un adecuado ambiente de trabajo.

Dicha persona debera  transmitir correctamente conceptos e ideas de forma clara, directa, apropiada y sencilla siendo convincente en la expresión. Debe fomentar con su competencia comunicativa, la existencia de una cultura organizacional en cada establecimiento, el conocimiento sobre los productos y servicios de la compañía, los procedimientos a seguir para llevar a cabo la actividad diaria teniendo en cuenta posibles incidencias que se puedan acometer.

Además, se encargará de atender quejas, comentarios y preguntas relacionadas con las ventas y el servicio.

Debe ser una persona dispuesta, con predisposición colaborativa para desarrollar actividades en conjunto hacia el objetivo común, del mismo modo la actitud se transmite, una persona entusiasta y positiva hará que el equipo disponga de una buena actitud. Además, esa actitud se transmite al cliente final por lo que se traducirá en productividad y beneficios asociados.

Debera estar capacitado/a para atender un gran volumen de trabajo planificando correctamente según tareas importantes-urgentes dependiendo del factor tiempo, de esta forma podrá gestionar tareas clasificadas según prioridades señaladas y ser más productivo/a.

La persona responsable debe controlar la mercancía, verificar el correcto funcionamiento de la tienda y asegurar el cumplimento de los mínimos de calidad, servicios al cliente, salud y seguridad.

Una gran capacidad de trabajo con flujos de tareas muy diversas ya que de ellas depende el correcto funcionamiento del establecimiento.";1;30866836044;"44579414d"
35794241246;f40c07c37b459aa1cfc5bab5e137ed;2019-05-17 00:00:00;Dependiente/a;"Empresa multinacional líder en Europa necesita dependiente/a con experiencia en joyería, para trabajar media jornada (jueves, viernes y sábados) en una joyería ubicada en Valencia.

IMPRESCINDIBLE: Buena presencia, vocación por la venta, experiencia de 3 años en puesto similar dentro del sector lujo.

REQUISITOS DESEADOS: Experiencia de más de 5 años en venta de marcas de joyería y/o relojería.

Valorable experiencia en El Corte Inglés.";1;8696364816;b57233967
35507839116;d8ce9f799b42fe9903f39678ac37a6;2019-05-17 00:00:00;Dependiente/a;"Importante distribuidor de Orange selecciona para sus centros de trabajo en BIZKAIA AYUDANTE DE DEPENDIENTE de punto de venta.

 Funciones:

-Venta de productos del operador Orange.
-Asesoramiento y atención al cliente.
-Control de stock y arqueo de caja";1;9879816060;b74065343
35791911022;f18e77a59e45aaa522cc5986502f0d;2019-05-17 00:00:00;Dependiente/a;"Buscamos una persona para trabajar en nuestras instalaciones de cerámica, baños y cocinas.
La misión principal será garantizar la acogida y el asesoramiento de nuestros clientes, proponiendo una gama amplia de productos. Participar en la acción, satisfacción y fidelización de los clientes y contribuir de manera activa al logro de los objetivos del centro.
Imprescindible conocimientos de cerámica, baños o cocinas.
Se valorará experiencia en ventas.";1;34528877090;b42157305
33469641110;"46fc0af4324d0a8ab76311ec4b5c3f";2019-05-17 00:00:00;Dependiente/a;Se necesita Dependiente/ta entre 18 y 30años los días del 15 al 23 de Junio ambos inclusives, amable y con ganas de trabajar.;2;14113397142;"40300377f"
35791724954;"2235e103774151821f36cb93fe431c";2019-05-17 00:00:00;Dependiente/a;"Se requiere Auxiliar de Dependiente para tiendas de Franquicia Internacional del Sector Textil en Reus y/o Tarragona para Temporada de Verano.
Funciones a desarrollar:
Venta y Atención al Público
Operaciones de Caja
Gestión de Stock, Alama,
Colocación y Ordenación de Género
Limpieza Tienda";1;81882478;b43589084
35790446812;e833d630c147d19673e4b442568aa9;2019-05-17 00:00:00;Dependiente/a;"Buscamos Responsable de tienda (Store Manager) para nuestro establecimiento de venta de electrodomésticos ubicado en Gerona.
Se requiere experiencia mínima de 3 años en el sector.";1;12451938832;a25522889
35423405742;"48b795eec74e8a891e3cac1a7d743d";2019-05-20 00:00:00;Dependiente/a;Buscamos comercial con experiencia en la venta de productos y servicios vodafone, trabajo jornada continua, buenas condiciones laborables, incentivos etc;1;31290756530;b76287499
35946720718;"46af21a3774816a546ec26b76914bc";2019-06-06 00:00:00;Dependiente/a;"Cadena líder de telefonía móvil en la Comunidad Valenciana, forma y contrata dependientes de tienda para sus puntos de venta en la provincia de Valencia. 

Ofrecemos:
- Contrato trabajo.
- Jornada completa: salario fijo + interesantes incentivos.
- Integración en un equipo joven y dinámico.

Necesitamos para el municipio de  Llíria";2;2552202986;b96947908
35133453636;"36b843ee334a668f2638643b6c3423";2019-05-20 00:00:00;Dependiente/a;Buscamos vendedores con 5 años demostrables en el sector de ventas, preferiblemente en el sector del mueble para las tiendas de Gipuzkoa.Se valorarán conocimientos de francés y euskera y ofimática así como carnet de conducir y vehículo . El horario laboral es de lunes a sábados. Jornada completa.;1;14231874898;b20827523
33813439912;"27e9df6cb2498fa31f280b39c2204a";2019-06-06 00:00:00;Dependiente/a;"Quieres desarrollarte profesionalmente en una empresa innovadora en el sector de la cosmética? Esta es tu oportunidad. Estamos buscando  vendedora con título de maquilladora para Madrid.

Tus funciones serán:
- Promoción de la firma en los puntos de venta.
- Maquillaje y asesoramiento.
- Captación y fidelización de consumidores/as.

Debes tener:
- Título de maquillaje profesional.
- Experiencia mínima de 1 año cara al público.
- Vocación comercial.


Se valorará:

- Creatividad y motivación.
- Conocimiento de idiomas

Condiciones según valía y experiencia.

¡Mucha suerte!";3;10337833602;b54531280
35077654932;a8c2284ca04a69bf439ec7d324da2d;2019-06-06 00:00:00;Dependiente/a;"TELRED COMUNICACIONS busca ASESOR de Punto de Venta para una de sus tiendas ORANGE.

TELRED es una cadena regional con 8 puntos de venta. Cuenta con más de 12 años de existencia en el sector con una facturación de más de 4 millones de euros anuales. Nuestros valores son la cercanía, la honestidad, la sencillez, la creatividad y el dinamismo.";1;26264727078;b17913203
34971817958;ecbb302f0e4bb68a34fe088dc31016;2019-01-22 00:00:00;Dependiente/a;"Dependienta , dependiente para tienda de moda de mujer con experiencia en el sector y don de gentes.
el puesto de trabajo es en el centro de Madrid centro comercial.
Se valorara la experiencia así como la gestión de tienda.";2;34443427934;b75193185
35940753834;"2597a49c99427181ca1a378034c1a9";2019-06-05 00:00:00;Dependiente/a;"Se precisa vendedor para punto de venta los fines de semana (sábados y domingos) en el centro de Granada, para empresa del sector de telefonía y accesorios telefónicos.
Se requiere experiencia en atención al cliente y disponibilidad inmediata.
Las funciones a desempeñar serán atención y asesoramiento al cliente, limpieza del punto de venta y organización de stock.
Se valorará de forma positiva inglés nivel conversación y conocimientos en el sector de la telefonía móvil.
Se valorará de forma muy positiva, conocimientos en reparación de móviles.";1;29897656548;b55277222
35937764246;aaea10719e4682b814b0567bbf77c2;2019-06-05 00:00:00;Dependiente/a;Dependienta de tienda de moda: Asesoramiento a clientes,venta personalizada,control stocks,merchandising...;1;31855937712;"36169444n"
35933488752;"18e98da9ba47d293c4844d7ee94f05";2019-06-05 00:00:00;Dependiente/a;"Marquise Shop busca dependienta con francés e inglés básico para:

Atender al cliente de forma personalizada y orientarle en todas las cuestiones relativas a la compra identificando y satisfaciendo sus necesidades de acuerdo a la oferta existente y los objetivos marcados por la empresa. 

Preparación de producto (exposición, etiquetado, planchado, doblado, perchado). Mantenimiento del visual merchandasing a diario según indicaciones dadas.

Orden y limpieza de la tienda.

Reposición, control de stock e inventarios.

Tareas de gestión y recepción de pedidos.

Funciones relativas a las ventas on line y encargos.";2;35214463830;"53103336q"
35936607808;cc15833a704239b24eace91d5066f8;2019-06-05 00:00:00;Dependiente/a;"Persona con conocimientos de moda , cobro , atención al cliente para tienda de moda en Castro Urdiales , al menos 1 año de experiencia demostrable .
Para los meses de julio y agosto.";1;2318845852;"78891744l"
34145303980;"382191842840e1a8daab1bf952857f";2019-01-14 00:00:00;Dependiente/a;"Quieres desarrollarte profesionalmente en una empresa innovadora en el sector de la cosmética? Esta es tu oportunidad. Estamos buscando  vendedora con título de maquilladora para Sevilla.

Tus funciones serán:
- Promoción de la firma en los puntos de venta.
- Maquillaje y asesoramiento.
- Captación y fidelización de consumidores/as.

Debes tener:
- Título de maquillaje profesional.
- Experiencia mínima de 1 año cara al público.
- Vocación comercial.

Se valorará:
- Conocimiento de idiomas.
- Creatividad y motivación.

Condiciones según valía y experiencia.

¡Mucha suerte!";3;10337833602;b54531280
34752512454;cc76919c354cfc81589e48e7a07842;2018-12-10 00:00:00;Dependiente/a;"Seleccionem un/a auxiliar d'òptica amb experiència pel nostre centre òptic situat a Cornellà de Llobregat.

Característiques:

- Jornada parcial de 24 h/setmana.
- Horari de tardes de 16:30h a 20:30h i dissabte matí de 10:00h 
  a 14:00h.
- Experiència venda retail. No és imprescindible experiència en el 
  sector òptic; tot i que es valorarà positivament.

Què oferim? Un bon ambient de treball i créixer professionalment a VISTAOPTICA. Som una empresa familiar amb una trajectòria de més de 50 anys en el sector òptic i amb més de 90 centres a tota Espanya.

Transparència, Rigor i Compromís són els nostres valors. Si et sents identificat/da, no dubtis en fer-nos arribar la teva candidatura. T'hi esperem!";1;969713550;b60103355
35803894838;"58ad1ab0e6449a8398b0ea945a3ffc";2019-05-20 00:00:00;Dependiente/a;"Atención al público en e-commerce. 
Buscamos una persona para la atención telefónica de nuestros clientes. 

Entre sus tareas, destacan:
- la recepción y la emisión de llamadas telefónicas
- el asesoramiento al cliente sobre productos financieros
- la atención al cliente vía correo electrónico

Para ello, se valorará:
- Que tenga un perfil comercial, capacidad de persuasión y gran fluidez en la comunicación
- Persona resolutiva, muy positiva y con interés en aprender y mejorar resultados
- Manejo ágil de aplicaciones informáticas
- Experiencia previa en atención al público, telemarketing o teleoperadora

Ofrecemos contrato a tiempo parcial para incorporación inmediata";1;33084895062;b67077701
35810053378;"3b56a6dc4141578a6c33a0d54eeb72";2019-05-20 00:00:00;Dependiente/a;"Necesitamos incorporar una persona para dependienta.
Con actitudes para la venta, buena presencia y agradable en el trato
con el cliente

Imprescindible carnet de conducir

La jornada laboral es de 40 horas semanales";1;35206280294;"01822657e"
35812184688;b016f9cffe4ead847edc593e254170;2019-05-20 00:00:00;Dependiente/a;"Empresa dedicada a la distribución precisa de 4 personas para la campaña de verano, Vodafone pymes. Posibilidad de mantenerse de manera estable después de la campaña y con un gran desarrollo dentro de la empresa. 
Imprescindible buena imagen, buen trato con el cliente y ganas de aprender.";4;34640472492;"23309553l"
35812206670;"968e0f3751494db8c51d196266aa6b";2019-05-20 00:00:00;Dependiente/a;"Buscamos vendedoras para nuestras tiendas de Bolsos y Complementos situadas en Barcelona y alrededores.
Si tienes experiencia como vendedora, si has tenido un negocio propio, si has gestionado una tienda, si quieres formar parte de una empresa en contínuo desarrollo... INSCRÍBETE!!";1;21598386608;b66229188
35809235600;c744ffbf4a4366ba0a4ed5e77cbab4;2019-05-20 00:00:00;Dependiente/a;"Estamos buscando una persona para nuestras tiendas de cigarrillos electrónicos en Madrid. Sería para un puesto de Dependienta/e, atención al cliente y preparación de pedidos de lunes a sábado. Valoramos experiencia previa de dependiente/a.
Sería un valor añadido disponer de conocimientos previos sobre los cigarrillos electrónicos.";1;19973425096;b86477718
35809273926;ab562ad5b046ef9fa649f925d0b7d3;2019-05-20 00:00:00;Dependiente/a;"DEPENDIENTE/A DE PASTELERÍA - CAFETERÍA.

Funciones y responsabilidades:
-Preparar y llevar a tienda la carga diaria desde fábrica, de acuerdo a los pedidos y a las normas de la empresa.
-Colocar mercancía en tienda.
-Funciones básicas de dependiente/a de tienda-cafetería. Atender a los clientes, mantener la tienda limpia y ordenada, realizar pedidos, colocar mercancía, cubrir registros diarios, etc.";1;14404001984;b24336190
35616165516;"16f7ff15844e1cb0ae6a4aa520bd9f";2019-05-19 00:00:00;Dependiente/a;Dependienta para tienda de moda en Blbao. Atender a los clientes, Conseguir los objetivos de la tienda. Organizar la tienda y los escaparates de la misma. Manejo de programas de caja y ofimática básica a nivel de usuario.;1;30484160836;"30657058j"
35387439896;f6e1589bf44a119499469024d92ec6;2019-03-21 00:00:00;Dependiente/a;"Estamos buscando persona para dependient@ de panadería cafetería en Barcelona. Imprescindible experiencia en puesto de trabajo similar, buena presencia, responsable. Jornada completa y de turno de mañana.

FUNCIONES:
- Atención al cliente
-Venta activa de sus productos
-Preparar de bocadillos
-Fermentación, corte y cocción de pan
-Cobro en caja registradora
-Limpieza local
-Capacidad de trabajo tanto en equipo como de manera individual";1;20686841976;b66273327
35390635840;"964ede2b5a4bc8bf8f1b3660fbc4e6";2019-03-21 00:00:00;Dependiente/a;"Se buscan perfiles para Centro Comercial Boulevard.
Dichas personas deberán de tener gran capacidad de captación del cliente, dinamismo y capacidad de trabajar en grupo.
Las principales funciones serán:
- Atender a los clientes con agilidad y cortesía.
- Asesorar sobre las cualidades técnicas de los productos que lo requieran.
- Colaborar en la recepción, preparación y colocación de la mercancía, así como del cuidado y limpieza del mismo.
- Clasificar, etiquetar y acomodar la mercancía en el almacén interno de la tienda y en los expositores.
- Mantener informado al jefe inmediato de las existencias de la mercancía, a fin de mantener la tienda siempre surtida.";1;20657973230;b66013590
35476128516;"01e934cc3c45179f4ae829acb48c78";2019-04-02 00:00:00;Dependiente/a;"Estamos buscando a un/a Dependiente Senior (mínimo 2-3 años de experiencia) para nuestro equipo de SVD Barcelona. Ofrecemos la oportunidad de formar parte de una empresa en expansión, integrada por un equipo de especialistas apasionados en cada una de sus áreas y con una idea en común: la de liderar el mercado de calzado exclusivo apostando por la calidad, la creatividad y el servicio al cliente. El perfil ideal tendrá amplios conocimientos y experiencia en venta directa, gestión de equipos, análisis y consecución de objetivos.
 
TU PUESTO EN SVD:

En SIVASDESCALZO necesitamos incorporar a una persona en nuestra tienda de Barcelona para tareas de venta directa, control de cajas y soporte en la gestión del equipo. Llevará a cabo sus responsabilidades bajo la supervisión directa de la dirección de tienda. El perfil ideal formará parte de un equipo joven, proactivo y con una clara vocación hacia el cuidado del cliente.
Una experiencia profesional previa en un puesto similar durante un periodo de 2-3 años es un requisito para participar en este proceso de selección. Valoraremos de manera muy positiva aquellos perfiles que sientan pasión por la moda, las últimas tendencias y un claro interés en la evolución del mercado del calzado. Se requiere al mismo tiempo una persona que se sienta cómoda trabajando con diferentes programas informáticos para la realización diaria de sus tareas. 
 
RESPONSABILIDADES:

· Atención y venta a clientes asegurando una atención personalizada según los estándares marcados por SVD. Acompañar al cliente en el proceso de venta y posventa logrando la mayor satisfacción.
· Apoyo en la consecución de los objetivos marcados por la organización. 
· Gestión del stock, caja, devoluciones y cualquier otra solicitud que provenga de una consulta, venta o promoción. Resolución de conflictos en coordinación con el departamento de Atención al Cliente. 
· Apoyo a la dirección de tienda para que todos los proyectos o acciones de la tienda se ejecuten correctamente (eventos, escaparates, lanzamientos, etc.).
· Apoyo en la supervisión del correcto desempeño de las personas que conforman el equipo y ofrecer formación continuada en técnicas de venta, procesos logísticos, atención al cliente y producto a los perfiles junior.
· Apoyo en la definición de los horarios de tienda y responsabilizarse de su correcto cumplimiento.";1;15403001648;b65386963
35352706682;"9d0d04887c4245ad570b7bcfb8f363";2019-03-18 00:00:00;Dependiente/a;"Si tu vocación es la moda y la atención al cliente, esta es tu oportunidad.
Buscamos Vendedor/a / Sales Assistant para incorporarse a nuestro equipo de Paloma Barceló en nuestra tienda de Barcelona.

Como vendedor/a serás el responsable de crear un entorno de compras agradable y organizado para el cliente, fidelizar al cliente y proporcionar un servicio excelente.

Responsabilidades:

- Alcanzar objetivos de ventas definidos por la Empresa.
- Reponer mercancía en tienda según lo establecido desde la central, respetando el merchandising.
- Supervisar el stock.
- Recepción y preparación de pedidos para venta online.
- Colaborar con el merchandising y el invenario.
- Cumplir con las políticas y procedimientos de venta.
- Mantener la tienda y el almacén organizados y controlados.
- Recepcionar la mercancía y colocarla en su lugar correspondiente.
- Proporcionar una excelente atención al cliente según el protocolo de atención estipulado por la Marca.";1;31197929946;b54574215
31452115438;"387079036e4b75975c5d532deb8e44";2019-03-21 00:00:00;Dependiente/a;"Dependiente/a de tienda de fotografía y estudio fotográfico con experiencia al menos de 6 meses en el sector.
Conocimientos en revelado digital y servicio de fotoacabados.
Se valorará conocimientos foto estudio ,en photoshop y retoques fotográficos.
Gestión de pedidos,organización y mantenimiento de la tienda.

Importante::MEDIA JORNADA CON OPCION A JORNADA COMPLETA

Tienda franquiciado (FOTOPRIX ESTUDIO) en Castelldefels.";1;26595561844;b65516965
35382915014;"6478ce22554ea39be54161fbdf6c16";2019-03-21 00:00:00;Dependiente/a;"Buscamos dependiente/almacenero con vocación comercial y experiencia, para nuestro almacén central en Lasarte o para nuestros puntos de venta en San Sebastián e Irún.
Labores a realizar: Preparación de pedidos, recepción de mercancía, atender, vender y asesorar al cliente, etc.
Imprescindible Euskera y se valorará experiencia en el sector de la pintura.";1;19414080582;b20769022
33300618986;"6a32899afd4846a91de185aee19a52";2019-03-21 00:00:00;Dependiente/a;"Dependiente de heladería Yolthy: heladería en León. Trabajo como dependiente, atención al cliente, venta, mantenimiento de la higiene del establecimiento...


Lo más importante es que tengas ganas de trabajar. Si es así y quieres incorporarte a un equipo joven y tener un trabajo este verano en el centro de León, haciendo feliz a la gente vendiendo helados, estás tardando en enviarnos tu C.V. ¡Los revisamos todos!

Necesitamos que tengas disponibilidad horaria y puedas trabajar en festivos, responsabilidad y seriedad.

Valoramos mucho que sepas idiomas y atiendas a nuestros clientes con una gran sonrisa.

Envíanos una carta de presentación, ¡queremos conocerte! Además de ver tu currículum, queremos conocerte antes de hablar contigo. En pocas líneas seguro que te sabes vender genial. ¡Adelante! Indícanos tu experiencia más similar a este trabajo, dónde resides, tus estudios, si hablas japonés, si bailas sevillanas, qué cosas te encantan y qué cosas no... ¡lo que quieras!";1;16639128370;b24470700
35674094422;"74323efd704d898f26a3b5b7979e07";2019-05-01 00:00:00;Dependiente/a;SE NECESITA CONTABLE A MEDIA JORNADA, CON EXPERIENCIA PROFESIONAL DE AL MENOS DOS AÑOS EN LA PROFESIÓN QUE PUEDA MANEJAR LOS PROGRAMAS HABILITADOS PARA LA GESTIÓN CONTABLE DE UNA EMPRESA (CONTAPLUS, SAP, SAGE, ETC.). ESTA EMPRESA ESTÁ DEDICADA AL SECTOR DE LA ALIMENTACIÓN Y DISPONE DE UNA PLANTILLA SUPERIOR A LOS 30 EMPLEADOS. ACTUALMENTE SE ENCUENTRA SITUADA EN EL TÉRMINO MUNICIPAL DE ALCAUCÍN. POR LO QUE EL PERFIL QUE SE REQUIERE PARA ELLO DEBE TENER SU DOMICILIO CERCANO AL DOMICILIO DE LA EMPRESA (VELEZ MÁLAGA, TORRE DEL MAR, ALGARROBO, ETC.);1;31696283354;b93519510
35390604128;a322830b2442dcbd07d607410719b4;2019-03-21 00:00:00;Dependiente/a;"Se buscan perfiles para Centro Comercial Río Shopping.
Dichas personas deberán de tener gran capacidad de captación del cliente, dinamismo y capacidad de trabajar en grupo.
Las principales funciones serán:
- Atender a los clientes con agilidad y cortesía.
- Asesorar sobre las cualidades técnicas de los productos que lo requieran.
- Colaborar en la recepción, preparación y colocación de la mercancía, así como del cuidado y limpieza del mismo.
- Clasificar, etiquetar y acomodar la mercancía en el almacén interno de la tienda y en los expositores.
- Mantener informado al jefe inmediato de las existencias de la mercancía, a fin de mantener la tienda siempre surtida.";1;20657973230;b66013590
35391594364;"7047aa5302411aa7237943a254f856";2019-03-21 00:00:00;Dependiente/a;Concesionario Oficial en Siero busca comercial para venta de vehículos de ocasión. Su misión principal será atender al cliente de forma directa y asesorarle en todo el proceso. Funciones: gestión de contactos de clientes potenciales y solicitudes de información a través de soporte digitales, alcanzar objetivos comerciales fijados en ventas y servicios, cumplir procesos de calidad, gestión documental, preparación de vehículos y control de stock. Se valorará experiencia, conocimientos mecánicos, iniciativa, dinamismo y carácter resolutivo así como el entusiasmo por la venta de vehículos y el trato a cliente. Formación a cargo de la empresa. IMPRESCINDIBLE CARNET DE CONDUCIR Y CARÁCTER COMERCIAL.;1;29086295226;a33359068
35678775944;"52397b113640d5bdf1f37d1f04a98f";2019-05-02 00:00:00;Dependiente/a;"Se requiere dependiente/a, para trabajar 24 horas semanales, cuyas funciones serán;

- Atención y asesoramiento al cliente
- Venta
- Mantener la imagen cuidada de la tienda.
- Reposiciones de género
- Recuentos de stock en tienda.

SE REQUIERE EXPERIENCIA ANTERIOR EN SECTOR TEXTIL.

TIENDA UBICADA EN FUENGIROLA";1;30288414434;b93347706
35682389304;f4617e122b4bc5a785833539f4d75e;2019-05-02 00:00:00;Dependiente/a;"DEPENDIENTA PARA BAZAR, REALIZAR LOS TRABAJOS DE CAJA, CHARCUTERIA, CONTROL DE REVISTAS Y PRENSA,REPONER,PEDIDOS A PROVEEDORES.
CONTRATO DE 30 HORAS SEMANALES.";1;21093862066;j76062868
35476715674;"7d0b4d39ca4a13b884bc9de77a040a";2019-04-02 00:00:00;Dependiente/a;"DEPENDIENTE EN BOUTIQUE DE LUJO ,.
Las funciones serán atención al cliente, gestión de stock y orden en la tienda.
se requiere fluidez verbal, conocimientos en moda y experiencia previa en venta.
indispensable ingles.";1;20627040406;b98540297
35480604882;"6ac51844f9451f921924c026ca727d";2019-04-02 00:00:00;Dependiente/a;"ENCARGADA Y DEPENDIENTAS TIENDA MODA BCN

Buscamos ENCARGADA, segunda encargada y dependientas para nueva apertura de tienda de ropa de chica, joyitas y complementos, Virutas d' Inaf, marca propia. 
Cerca de Urquinaona, Barcelona.

Diferentes jornadas, de 40h o de 24h semanales. Turnos intensivos de lunes a sábado. Posibilidad de mañanas o de tardes. 

Si eres una persona alegre, responsable y con ganas de aprender, envíanos tu curriculum!!";4;31380413310;b66987637
35680779144;"9f635aae8e4a6ea482a5fd60b49cca";2019-05-02 00:00:00;Dependiente/a;"Empresa del sector del metal selecciona ADMINISTRATIVO/A / ATENCIÓN AL CLIENTE. 

Las funciones principales del puesto son tareas administrativas y de atención al cliente como:
- Atención de llamadas telefónicas
- Gestión de las consultas de los clientes
- Elaboración de presupuestos
- Contacto con proveedores
- Tramitación de pedidos

Valorable experiencia en puesto similar y conocimiento de inglés y francés.  Dominio de herramientas ofimáticas.";1;32909303460;a08021875
35679912836;"567037c9424875bae902080d8e1149";2019-05-02 00:00:00;Dependiente/a;Se necesita dependienta con experiencia para  comercio, atención al publico y control de stocks a jornada completa;1;11679099148;"77779890p"
